Participant,Game,TotalScore,Bonus,Flight,Fortress,Mine,Press,Type
sub-164,G06,1590,550,-150,250,940,369,multitask
sub-164,G07,1200,NA,-50,1250,NA,326,monotask
sub-164,G08,155,250,-875,NA,780,370,multitask
sub-164,G09,1500,NA,NA,1500,NA,355,monotask
sub-164,G10,1280,450,-370,250,950,365,multitask
sub-165,G01,530,NA,-220,750,NA,381,monotask
sub-165,G02,960,150,-170,250,730,379,multitask
sub-165,G03,550,NA,-450,1000,NA,392,monotask
sub-165,G04,510,250,-820,250,830,392,multitask
sub-165,G05,600,NA,-150,750,NA,378,monotask
sub-165,G06,1110,500,-350,250,710,367,multitask
sub-165,G07,1115,NA,-135,1250,NA,397,monotask
sub-165,G08,1970,650,-50,500,870,401,multitask
sub-165,G09,850,NA,-150,1000,NA,399,monotask
sub-165,G10,1110,500,-450,500,560,391,multitask
sub-166,G01,1050,450,-220,500,320,418,monotask
sub-166,G02,1050,450,-220,500,320,418,multitask
sub-166,G03,900,NA,-100,1000,NA,531,monotask
sub-166,G04,1080,300,-290,500,570,397,multitask
sub-166,G05,815,NA,-435,1250,NA,512,monotask
sub-166,G06,1480,650,-150,500,480,429,multitask
sub-166,G07,1645,NA,-105,1750,NA,565,monotask
sub-166,G08,1245,700,-85,500,130,436,multitask
sub-166,G09,1280,NA,-220,1500,NA,582,monotask
sub-166,G10,1070,400,-370,500,540,495,multitask
sub-167,G01,1250,NA,NA,1250,NA,398,monotask
sub-167,G02,530,0,-400,250,680,398,multitask
sub-167,G03,1500,NA,NA,1500,NA,417,monotask
sub-167,G04,1235,150,-335,500,920,388,multitask
sub-167,G05,1150,NA,-100,1250,NA,420,monotask
sub-167,G06,1370,100,-400,750,920,385,multitask
sub-167,G07,1700,NA,-50,1750,NA,418,monotask
sub-167,G08,1030,150,-300,500,680,394,multitask
sub-167,G09,1700,NA,-50,1750,NA,422,monotask
sub-167,G10,1740,0,-50,750,1040,419,multitask
sub-168,G01,2010,NA,-240,2250,NA,611,monotask
sub-168,G02,2890,150,-190,2250,680,614,multitask
sub-168,G03,3385,NA,-365,3750,NA,790,monotask
sub-168,G04,705,-50,-665,1000,420,594,multitask
sub-168,G05,2810,NA,-440,3250,NA,760,monotask
sub-168,G06,1245,50,-755,1250,700,591,multitask
sub-168,G07,3105,NA,-645,3750,NA,806,monotask
sub-168,G08,1930,600,-950,1500,780,609,multitask
sub-168,G09,3635,NA,-365,4000,NA,801,monotask
sub-168,G10,2145,200,-485,1750,680,672,multitask
sub-169,G01,3200,NA,-300,3500,NA,643,monotask
sub-169,G02,3185,850,-185,1500,1020,571,multitask
sub-169,G03,5000,NA,NA,5000,NA,627,monotask
sub-169,G04,3810,600,-50,2250,1010,556,multitask
sub-169,G05,5650,NA,-100,5750,NA,599,monotask
sub-169,G06,3850,450,-100,2500,1000,607,multitask
sub-169,G07,6400,NA,-100,6500,NA,667,monotask
sub-169,G08,4810,600,-50,3250,1010,651,multitask
sub-169,G09,6350,NA,-150,6500,NA,658,monotask
sub-169,G10,5160,850,-100,3500,910,693,multitask
sub-170,G01,2045,NA,-205,2250,NA,585,monotask
sub-170,G02,1400,50,-470,1000,820,487,multitask
sub-170,G03,3330,NA,-170,3500,NA,768,monotask
sub-170,G04,2210,200,-420,1500,930,607,multitask
sub-170,G05,3830,NA,-170,4000,NA,792,monotask
sub-170,G06,2390,250,-420,1750,810,616,multitask
sub-170,G07,3750,NA,NA,3750,NA,846,monotask
sub-170,G08,2365,100,-235,1500,1000,604,multitask
sub-170,G09,2880,NA,-370,3250,NA,779,monotask
sub-170,G10,3335,400,-35,2000,970,651,multitask
sub-171,G01,915,NA,-85,1000,NA,244,monotask
sub-171,G02,1145,200,-185,250,880,264,multitask
sub-171,G03,740,NA,-260,1000,NA,291,monotask
sub-171,G04,840,0,-380,500,720,273,multitask
sub-171,G05,1615,NA,-135,1750,NA,297,monotask
sub-171,G06,905,200,-555,500,760,268,multitask
sub-171,G07,1325,NA,-175,1500,NA,294,monotask
sub-171,G08,-1025,100,-1495,250,120,267,multitask
sub-171,G09,1060,NA,-440,1500,NA,246,monotask
sub-171,G10,1560,0,-50,750,860,262,multitask
sub-172,G01,1250,NA,NA,1250,NA,355,monotask
sub-172,G02,1045,0,-435,750,730,316,multitask
sub-172,G03,2200,NA,-50,2250,NA,422,monotask
sub-172,G04,1150,400,-820,1000,570,352,multitask
sub-172,G05,3000,NA,NA,3000,NA,419,monotask
sub-172,G06,2080,250,-350,1250,930,391,multitask
sub-172,G07,3200,NA,-50,3250,NA,457,monotask
sub-172,G08,2330,250,-100,1250,930,355,multitask
sub-172,G09,3150,NA,-100,3250,NA,492,monotask
sub-172,G10,2315,400,-305,1250,970,354,multitask
sub-173,G01,715,NA,-35,750,NA,466,monotask
sub-173,G02,-615,200,-1215,250,150,395,multitask
sub-173,G03,800,NA,-450,1250,NA,538,monotask
sub-173,G04,-650,0,-1420,250,520,453,multitask
sub-173,G05,125,NA,-875,1000,NA,528,monotask
sub-173,G06,-385,300,-1485,250,550,541,multitask
sub-173,G07,1225,NA,-275,1500,NA,540,monotask
sub-173,G08,130,50,-1050,250,880,488,multitask
sub-173,G09,1175,NA,-575,1750,NA,470,monotask
sub-173,G10,740,350,-1030,500,920,445,multitask
sub-174,G01,3250,NA,NA,3250,NA,524,monotask
sub-174,G02,2780,550,-200,1500,930,491,multitask
sub-174,G03,2400,NA,-350,2750,NA,502,monotask
sub-174,G04,2350,500,-400,1500,750,446,multitask
sub-174,G05,3450,NA,-300,3750,NA,483,monotask
sub-174,G06,2090,250,-600,1750,690,465,multitask
sub-174,G07,3465,NA,-35,3500,NA,533,monotask
sub-174,G08,2970,650,-350,2000,670,482,multitask
sub-174,G09,3865,NA,-135,4000,NA,579,monotask
sub-174,G10,2590,200,-470,2000,860,515,multitask
sub-175,G01,930,NA,-70,1000,NA,330,monotask
sub-175,G02,770,200,-540,250,860,290,multitask
sub-175,G03,630,NA,-120,750,NA,318,monotask
sub-175,G04,790,250,-470,250,760,311,multitask
sub-175,G05,1100,NA,-150,1250,NA,338,monotask
sub-175,G06,-275,100,-1265,250,640,296,multitask
sub-175,G07,480,NA,-520,1000,NA,324,monotask
sub-175,G08,830,600,-660,250,640,322,multitask
sub-175,G09,780,NA,-220,1000,NA,342,monotask
sub-175,G10,1805,1200,-275,250,630,321,multitask
sub-176,G01,1400,NA,-100,1500,NA,388,monotask
sub-176,G02,1305,300,-555,750,810,263,multitask
sub-176,G03,1260,NA,-240,1500,NA,319,monotask
sub-176,G04,475,250,-875,250,850,297,multitask
sub-176,G05,850,NA,-150,1000,NA,325,monotask
sub-176,G06,-745,0,-855,NA,110,303,multitask
sub-176,G07,3000,NA,NA,3000,NA,424,monotask
sub-176,G08,805,-150,-505,750,710,368,multitask
sub-176,G09,1945,NA,-555,2500,NA,473,monotask
sub-176,G10,750,200,-840,750,640,324,multitask
sub-177,G01,860,NA,-140,1000,NA,347,monotask
sub-177,G02,-415,150,-1355,250,540,250,multitask
sub-177,G03,890,NA,-360,1250,NA,360,monotask
sub-177,G04,940,650,-490,250,530,347,multitask
sub-177,G05,1465,NA,-35,1500,NA,382,monotask
sub-177,G06,1295,100,-255,750,700,361,multitask
sub-177,G07,1415,NA,-85,1500,NA,431,monotask
sub-177,G08,590,200,-840,500,730,349,multitask
sub-177,G09,1665,NA,-85,1750,NA,390,monotask
sub-177,G10,875,100,-325,500,600,309,multitask
sub-178,G01,1000,NA,NA,1000,NA,337,monotask
sub-178,G02,750,50,-470,250,920,314,multitask
sub-178,G03,1500,NA,NA,1500,NA,334,monotask
sub-178,G04,1470,300,-350,500,1020,309,multitask
sub-178,G05,1950,NA,-50,2000,NA,345,monotask
sub-178,G06,2330,800,-100,500,1130,336,multitask
sub-178,G07,1800,NA,-700,2500,NA,362,monotask
sub-178,G08,2355,350,-135,1000,1140,343,multitask
sub-178,G09,2600,NA,-400,3000,NA,373,monotask
sub-178,G10,1420,350,-650,750,970,337,multitask
sub-179,G01,240,NA,-260,500,NA,412,monotask
sub-179,G02,745,400,-295,NA,640,435,multitask
sub-179,G03,895,NA,-105,1000,NA,461,monotask
sub-179,G04,1095,550,-325,250,620,442,multitask
sub-179,G05,665,NA,-85,750,NA,448,monotask
sub-179,G06,1395,400,-325,500,820,457,multitask
sub-179,G07,950,NA,-50,1000,NA,427,monotask
sub-179,G08,1070,400,-420,250,840,426,multitask
sub-179,G09,1250,NA,NA,1250,NA,410,monotask
sub-179,G10,925,400,-555,500,580,409,multitask
sub-180,G01,2500,NA,NA,2500,NA,571,monotask
sub-180,G02,1960,400,-120,750,930,457,multitask
sub-180,G03,2500,NA,NA,2500,NA,524,monotask
sub-180,G04,3300,1050,-100,1250,1100,520,multitask
sub-180,G05,3250,NA,NA,3250,NA,576,monotask
sub-180,G06,2490,700,-150,1000,940,473,multitask
sub-180,G07,3115,NA,-135,3250,NA,527,monotask
sub-180,G08,3260,1200,-400,1500,960,465,multitask
sub-180,G09,4200,NA,-50,4250,NA,527,monotask
sub-180,G10,3460,950,-150,1500,1160,469,multitask
